time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-07-12T03:51:54.910Z,19.3898335,-155.2630005,-0.82,1.84,ml,10,127,0.00884,0.17,hv,hv70410277,2018-07-12T03:57:38.260Z,"5km SSW of Volcano, Hawaii",earthquake,0.19,0.25,0.26,4,automatic,hv,hv
2018-07-12T03:50:10.210Z,19.4061661,-155.3133392,5.27,1.91,ml,21,39,0.01259,0.15,hv,hv70410267,2018-07-12T03:55:50.160Z,"8km WSW of Volcano, Hawaii",earthquake,0.37,0.65,0.1,5,automatic,hv,hv
2018-07-12T03:50:08.900Z,19.3746662,-155.0856628,6.52,1.79,md,13,326,0.1795,0.26,hv,hv70410272,2018-07-12T03:53:38.410Z,"15km S of Fern Acres, Hawaii",earthquake,4.03,2.23,0.21,6,automatic,hv,hv
2018-07-12T03:49:19.820Z,19.4011669,-155.2686615,1.22,1.97,ml,20,65,0.003824,0.24,hv,hv70410262,2018-07-12T03:55:01.890Z,"4km SW of Volcano, Hawaii",earthquake,0.34,0.42,0.19,12,automatic,hv,hv
2018-07-12T03:42:59.440Z,19.4071674,-155.2563324,0.82,2.09,ml,17,115,0.005928,0.25,hv,hv70410247,2018-07-12T03:48:41.610Z,"3km SW of Volcano, Hawaii",earthquake,0.38,0.51,0.37,10,automatic,hv,hv
2018-07-12T03:40:14.490Z,36.0131667,-117.802,1.42,0.05,ml,8,125,0.03111,0.05,ci,ci38219272,2018-07-12T15:20:53.221Z,"13km NE of Little Lake, CA",earthquake,0.2,0.26,0.312,3,reviewed,ci,ci
2018-07-12T03:39:44.260Z,19.4048328,-155.2728271,0.6,1.7,md,9,120,0.009172,0.15,hv,hv70410232,2018-07-12T03:42:29.480Z,"4km SW of Volcano, Hawaii",earthquake,0.41,0.5,0.21,6,automatic,hv,hv
2018-07-12T03:39:43.530Z,19.3971672,-155.2749939,1.32,1.79,md,14,55,0.002198,0.13,hv,hv70410237,2018-07-12T03:42:52.080Z,"5km SW of Volcano, Hawaii",earthquake,0.33,0.3,0.27,13,automatic,hv,hv
2018-07-12T03:35:28.380Z,19.4188328,-155.2633362,0.74,2.33,ml,26,78,0.004755,0.24,hv,hv70410227,2018-07-12T03:41:09.040Z,"2km WSW of Volcano, Hawaii",earthquake,0.29,0.28,0.24,14,automatic,hv,hv
2018-07-12T03:33:12.180Z,19.4174995,-155.2741699,0.91,2.17,ml,24,45,0.007908,0.11,hv,hv70410222,2018-07-12T03:38:54.560Z,"4km WSW of Volcano, Hawaii",earthquake,0.21,0.18,0.28,13,automatic,hv,hv
2018-07-12T03:31:19.030Z,64.8329,-148.9855,17.3,0.6,ml,,,,0.65,ak,ak19858324,2018-07-12T03:34:49.633Z,"28km NNE of North Nenana, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-07-12T03:30:38.110Z,19.4090004,-155.2658386,0.13,2.25,ml,21,43,0.00641,0.21,hv,hv70410217,2018-07-12T03:36:22.530Z,"3km SW of Volcano, Hawaii",earthquake,0.17,0.23,0.28,15,automatic,hv,hv
2018-07-12T03:27:49.650Z,19.4029999,-155.2668304,0.4,2.72,ml,37,56,0.004793,0.21,hv,hv70410212,2018-07-12T03:33:28.920Z,"4km SW of Volcano, Hawaii",earthquake,0.18,0.17,1.93,26,automatic,hv,hv
2018-07-12T03:27:08.150Z,19.3964996,-155.2695007,0.11,3.12,ml,20,77,0.003705,0.25,hv,hv70410207,2018-07-12T03:32:51.360Z,"5km SW of Volcano, Hawaii",earthquake,0.21,0.23,0.58,18,automatic,hv,hv
2018-07-12T03:20:46.430Z,19.3891659,-155.2658386,0.09,1.78,ml,7,106,0.00903,0.07,hv,hv70410192,2018-07-12T03:26:30.100Z,"5km SSW of Volcano, Hawaii",earthquake,0.49,0.52,0.4,9,automatic,hv,hv
2018-07-12T03:19:42.530Z,19.4103336,-155.274826,0.94,1.77,ml,19,43,0.01139,0.12,hv,hv70410187,2018-07-12T03:25:25.260Z,"4km WSW of Volcano, Hawaii",earthquake,0.18,0.24,0.22,10,automatic,hv,hv
2018-07-12T03:17:10.610Z,19.4144993,-155.261673,1.39,2.35,ml,26,98,0.002938,0.28,hv,hv70410182,2018-07-12T03:22:51.380Z,"3km SW of Volcano, Hawaii",earthquake,0.43,0.27,0.3,15,automatic,hv,hv
2018-07-12T03:15:23.880Z,19.4130001,-155.2803345,0.53,2.34,md,16,56,0.005841,0.12,hv,hv70410172,2018-07-12T03:18:29.200Z,"4km WSW of Volcano, Hawaii",earthquake,0.18,0.21,0.35,8,automatic,hv,hv
2018-07-12T03:13:10.460Z,19.3969994,-155.2856598,0.15,1.97,md,13,68,0.0105,0.12,hv,hv70410167,2018-07-12T03:16:09.160Z,"6km SW of Volcano, Hawaii",earthquake,0.2,0.32,0.24,7,automatic,hv,hv
2018-07-12T03:12:10.590Z,19.4125004,-155.2791595,2.13,1.71,md,12,88,0.006934,0.21,hv,hv70410162,2018-07-12T03:17:50.130Z,"4km WSW of Volcano, Hawaii",earthquake,0.7,0.51,0.26,7,automatic,hv,hv
2018-07-12T03:09:29.130Z,23.5894,143.8443,38.92,5,mb,,97,3.8,0.93,us,us2000g2pz,2018-07-12T03:30:57.040Z,"287km ESE of Iwo Jima, Japan",earthquake,10,7,0.03,350,reviewed,us,us
2018-07-12T03:08:08.970Z,19.4063339,-155.2810059,1.44,1.76,md,14,94,0.01164,0.22,hv,hv70410147,2018-07-12T03:11:06.710Z,"5km WSW of Volcano, Hawaii",earthquake,0.64,0.43,0.11,9,automatic,hv,hv
2018-07-12T03:07:08.500Z,19.4186668,-155.2899933,0.77,2.05,ml,16,79,0.002516,0.2,hv,hv70410142,2018-07-12T03:12:48.750Z,"5km WSW of Volcano, Hawaii",earthquake,0.33,0.24,0.23,9,automatic,hv,hv
2018-07-12T03:06:00.420Z,19.4249992,-155.2573395,0.27,2.07,ml,11,167,0.003919,0.16,hv,hv70410137,2018-07-12T03:11:43.860Z,"2km WSW of Volcano, Hawaii",earthquake,0.36,0.26,0.31,8,automatic,hv,hv
2018-07-12T03:05:42.980Z,19.3959999,-155.2711639,1.01,2.06,ml,8,160,0.002423,0.12,hv,hv70410132,2018-07-12T03:11:25.170Z,"5km SW of Volcano, Hawaii",earthquake,0.6,0.32,0.45,10,automatic,hv,hv
2018-07-12T03:05:07.550Z,44.2171667,-110.7581667,1.07,1.23,md,12,107,0.06329,0.11,uu,uu60288597,2018-07-12T14:02:42.670Z,"27km SSE of Old Faithful Geyser, Wyoming",earthquake,0.53,0.39,0.438,7,reviewed,uu,uu
2018-07-12T03:03:36.820Z,19.4148331,-155.272995,1.4,2.15,ml,17,71,0.01078,0.17,hv,hv70410127,2018-07-12T03:09:16.160Z,"4km WSW of Volcano, Hawaii",earthquake,0.28,0.19,0.15,3,automatic,hv,hv
2018-07-12T03:03:26.680Z,19.4181671,-155.2590027,0.66,2.1,ml,16,134,0.005178,0.13,hv,hv70410122,2018-07-12T03:09:10.580Z,"2km WSW of Volcano, Hawaii",earthquake,0.25,0.16,0.33,9,automatic,hv,hv
2018-07-12T03:02:01.010Z,19.4186668,-155.2708282,1.75,1.89,md,15,57,0.008796,0.2,hv,hv70410117,2018-07-12T03:07:41.080Z,"3km WSW of Volcano, Hawaii",earthquake,0.4,0.64,0.13,12,automatic,hv,hv
2018-07-12T03:00:09.770Z,19.1816,-66.5293,9,2.76,md,9,305,0.7045,0.38,pr,pr2018193003,2018-07-12T04:43:01.210Z,"79km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,9.62,13.26,0.27,9,reviewed,pr,pr
2018-07-12T02:59:31.170Z,19.4144993,-155.2608337,1.1,1.93,ml,19,112,0.002564,0.29,hv,hv70410112,2018-07-12T03:05:15.750Z,"3km SW of Volcano, Hawaii",earthquake,0.36,0.46,0.18,6,automatic,hv,hv
2018-07-12T02:57:49.244Z,56.2182,-156.6027,55.7,3.5,ml,,,,0.52,ak,ak19858158,2018-07-12T03:56:25.647Z,"75km NW of Chirikof Island, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2018-07-12T02:55:52.990Z,19.4256668,-155.2758331,0.86,1.89,ml,13,93,0.001881,0.15,hv,hv70410102,2018-07-12T03:01:37.530Z,"4km W of Volcano, Hawaii",earthquake,0.35,0.17,0.28,10,automatic,hv,hv
2018-07-12T02:54:25.800Z,19.4013329,-155.2711639,0.6,2.5,ml,26,52,0.005738,0.25,hv,hv70410092,2018-07-12T03:00:05.100Z,"4km SW of Volcano, Hawaii",earthquake,0.31,0.33,0.3,16,automatic,hv,hv
2018-07-12T02:52:11.750Z,19.3911667,-155.276001,0.66,2.47,ml,20,55,0.004735,0.15,hv,hv70410087,2018-07-12T02:57:51.100Z,"5km SW of Volcano, Hawaii",earthquake,0.28,0.26,0.33,11,automatic,hv,hv
2018-07-12T02:48:51.850Z,19.4156666,-155.2799988,1.19,2.19,ml,20,66,0.004348,0.18,hv,hv70410082,2018-07-12T02:54:33.090Z,"4km WSW of Volcano, Hawaii",earthquake,0.33,0.21,0.24,6,automatic,hv,hv
2018-07-12T02:48:43.620Z,19.4251671,-155.2879944,1.15,2.23,ml,12,218,0.004973,0.26,hv,hv70410077,2018-07-12T02:54:24.650Z,"5km W of Volcano, Hawaii",earthquake,1.33,0.44,0.29,14,automatic,hv,hv
2018-07-12T02:46:50.240Z,19.4183331,-155.269165,1.2,2.12,ml,23,50,0.008811,0.08,hv,hv70410067,2018-07-12T02:52:34.370Z,"3km WSW of Volcano, Hawaii",earthquake,0.21,0.14,0.26,13,automatic,hv,hv
2018-07-12T02:46:38.070Z,19.1731,-66.1091,25,2.51,md,12,314,0.8131,0.25,pr,pr2018193002,2018-07-12T04:16:52.621Z,"78km N of San Juan, Puerto Rico",earthquake,1.23,16.84,0.44,12,reviewed,pr,pr
2018-07-12T02:44:41.210Z,19.3928337,-155.2525024,0.61,1.88,md,10,166,0.007372,0.23,hv,hv70410062,2018-07-12T02:47:50.030Z,"4km SSW of Volcano, Hawaii",earthquake,0.56,0.32,0.28,6,automatic,hv,hv
2018-07-12T02:44:36.660Z,19.4216671,-155.2746735,1.04,1.96,ml,18,51,0.004123,0.19,hv,hv70410057,2018-07-12T02:50:17.620Z,"4km WSW of Volcano, Hawaii",earthquake,0.22,0.21,0.32,12,automatic,hv,hv
2018-07-12T02:44:11.272Z,61.3159,-150.9258,57.5,3.2,ml,,,,0.7,ak,ak19858138,2018-07-12T04:54:57.942Z,"56km WNW of Anchorage, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-07-12T02:43:26.710Z,18.0005,-66.7831,12,1.51,md,3,194,0.2171,0.38,pr,pr2018193001,2018-07-12T04:16:33.117Z,"2km SSE of Guayanilla, Puerto Rico",earthquake,7.94,6.71,0.04,3,reviewed,pr,pr
2018-07-12T02:34:31.640Z,19.4143333,-155.2753296,-0.76,2.34,ml,27,43,0.008913,0.35,hv,hv70410037,2018-07-12T02:40:12.140Z,"4km WSW of Volcano, Hawaii",earthquake,0.23,0.21,0.35,16,automatic,hv,hv
2018-07-12T02:30:53.693Z,37.2985,-114.3427,4.5,1.7,ml,13,80.75,0.364,0.2069,nn,nn00644164,2018-07-12T16:29:06.985Z,"38km SSE of Caliente, Nevada",earthquake,,2.2,0.21,9,reviewed,nn,nn
2018-07-12T02:28:06.500Z,19.4141674,-155.2696686,1.56,2.65,ml,42,43,0.009471,0.2,hv,hv70410027,2018-07-12T02:34:04.240Z,"3km WSW of Volcano, Hawaii",earthquake,0.3,0.16,1.85,27,automatic,hv,hv
2018-07-12T02:26:00.060Z,19.4074993,-155.272995,0.57,1.94,ml,20,52,0.01131,0.1,hv,hv70410017,2018-07-12T02:31:41.040Z,"4km SW of Volcano, Hawaii",earthquake,0.18,0.23,0.16,11,automatic,hv,hv
2018-07-12T02:24:32.198Z,38.3576,-118.9142,8.6,1.8,ml,21,51.1,0.153,0.1222,nn,nn00644160,2018-07-12T18:07:57.317Z,"29km ENE of Bridgeport, California",earthquake,,2,0.3,10,reviewed,nn,nn
2018-07-12T02:23:19.090Z,19.4053326,-155.277832,-0.05,2.49,ml,31,36,0.01067,0.29,hv,hv70410012,2018-07-12T02:29:01.650Z,"5km SW of Volcano, Hawaii",earthquake,0.27,0.25,0.38,21,automatic,hv,hv
2018-07-12T02:21:46.800Z,37.5408333,-118.8331667,3.84,0.65,md,12,285,0.04921,0.02,nc,nc73043376,2018-07-12T16:37:02.065Z,"14km W of Toms Place, CA",earthquake,1.38,0.85,0.153,11,reviewed,nc,nc
2018-07-12T02:21:18.230Z,19.4068336,-155.2708282,0.49,2.03,ml,19,43,0.009672,0.18,hv,hv70410002,2018-07-12T02:27:00.880Z,"4km SW of Volcano, Hawaii",earthquake,0.25,0.41,0.24,9,automatic,hv,hv
2018-07-12T02:20:59.940Z,19.4564991,-155.2541656,0.54,2.24,ml,7,312,0.03193,0.2,hv,hv70409997,2018-07-12T02:26:41.090Z,"3km NNW of Volcano, Hawaii",earthquake,2.25,1.47,0.27,11,automatic,hv,hv
2018-07-12T02:20:07.650Z,44.794,-74.2723333,11.99,1.37,ml,14,105,0.1729,0.26,ld,ld60155766,2018-07-12T02:46:38.940Z,"6km SSE of Malone, New York",earthquake,0.64,1.52,0.156,12,reviewed,ld,ld
2018-07-12T02:17:06.110Z,33.4961667,-116.7853333,5.93,0.28,ml,15,78,0.07986,0.06,ci,ci38219216,2018-07-12T05:35:21.745Z,"10km NE of Aguanga, CA",earthquake,0.17,0.63,0.069,4,reviewed,ci,ci
2018-07-12T02:16:30.400Z,19.4003334,-155.2593384,0.23,2.2,ml,17,124,0.006652,0.23,hv,hv70409987,2018-07-12T02:22:13.130Z,"4km SSW of Volcano, Hawaii",earthquake,0.23,0.25,0.43,13,automatic,hv,hv
2018-07-12T02:09:52.680Z,19.4186668,-155.2644958,1.09,2.23,ml,16,76,0.005492,0.25,hv,hv70409977,2018-07-12T02:15:36.010Z,"3km WSW of Volcano, Hawaii",earthquake,0.32,0.26,0.27,10,automatic,hv,hv
2018-07-12T02:04:05.850Z,19.4093342,-155.3218384,2.2,1.79,ml,12,199,0.02078,0.23,hv,hv70409962,2018-07-12T02:09:45.650Z,"9km WSW of Volcano, Hawaii",earthquake,0.68,0.66,4.35,4,automatic,hv,hv
2018-07-12T02:00:45.930Z,19.4203339,-155.3023376,-0.74,2.09,ml,14,126,0.01057,0.34,hv,hv70409947,2018-07-12T02:06:29.550Z,"6km W of Volcano, Hawaii",earthquake,0.51,0.42,0.21,9,automatic,hv,hv
2018-07-12T01:59:04.790Z,19.4330006,-155.2543335,1.92,1.83,md,11,184,0.01171,0.07,hv,hv70409942,2018-07-12T02:01:55.500Z,"1km W of Volcano, Hawaii",earthquake,0.72,0.52,0.06,6,automatic,hv,hv
2018-07-12T01:52:05.900Z,19.2775002,-155.1971741,7.81,2.31,ml,16,289,0.02621,0.32,hv,hv70409922,2018-07-12T01:57:46.640Z,"17km SSE of Volcano, Hawaii",earthquake,1.55,1.59,0.26,8,automatic,hv,hv
2018-07-12T01:51:09.783Z,62.2631,-151.0394,69.8,1.5,ml,,,,0.66,ak,ak19858129,2018-07-12T01:56:17.191Z,"48km W of Talkeetna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-07-12T01:50:50.460Z,19.3885002,-155.2684937,0.25,1.94,ml,17,81,0.008385,0.19,hv,hv70409917,2018-07-12T01:56:32.760Z,"5km SW of Volcano, Hawaii",earthquake,0.24,0.3,0.37,10,automatic,hv,hv
2018-07-12T01:49:39.930Z,19.4061661,-155.2766724,0.25,2.21,md,20,59,0.01112,0.22,hv,hv70409912,2018-07-12T01:52:50.630Z,"4km SW of Volcano, Hawaii",earthquake,0.19,0.27,0.15,11,automatic,hv,hv
2018-07-12T01:45:31.620Z,19.3828335,-155.2819977,1.66,2.24,ml,16,79,0.01338,0.36,hv,hv70409897,2018-07-12T01:51:19.840Z,"7km SW of Volcano, Hawaii",earthquake,0.51,0.58,0.37,12,automatic,hv,hv
2018-07-12T01:44:23.230Z,19.430666,-155.2828369,-0.1,1.92,ml,10,91,0.007688,0.21,hv,hv70409887,2018-07-12T01:50:06.610Z,"4km W of Volcano, Hawaii",earthquake,0.35,0.48,0.31,3,automatic,hv,hv
2018-07-12T01:42:20.080Z,33.4901667,-116.7861667,4.04,0.73,ml,28,38,0.02512,0.18,ci,ci38219200,2018-07-12T05:35:37.746Z,"9km NE of Aguanga, CA",earthquake,0.25,0.64,0.136,24,reviewed,ci,ci
2018-07-12T01:40:44.260Z,34.4435,-117.9391667,8.85,0.96,ml,18,44,0.01448,0.15,ci,ci38219192,2018-07-12T01:44:13.030Z,"8km SSW of Pearblossum, CA",earthquake,0.33,0.48,0.18,17,automatic,ci,ci
2018-07-12T01:37:26.890Z,19.4141674,-155.2828369,0.66,2.16,ml,25,37,0.003674,0.14,hv,hv70409877,2018-07-12T01:43:07.790Z,"5km WSW of Volcano, Hawaii",earthquake,0.2,0.17,0.31,14,automatic,hv,hv
2018-07-12T01:35:22.360Z,34.3006667,-119.6406667,1.29,1.68,ml,15,86,0.1254,0.26,ci,ci38219176,2018-07-12T01:39:08.568Z,"15km SSE of Santa Barbara, CA",earthquake,0.51,1.03,0.15,27,automatic,ci,ci
2018-07-12T01:33:23.690Z,19.3933334,-155.2566681,0.4,1.7,ml,12,106,0.009282,0.22,hv,hv70409867,2018-07-12T01:39:04.620Z,"4km SSW of Volcano, Hawaii",earthquake,0.31,0.36,0.21,5,automatic,hv,hv
2018-07-12T01:28:33.500Z,37.5105,-118.8243333,7.92,0.73,md,16,247,0.07948,0.03,nc,nc73043351,2018-07-12T02:12:03.082Z,"14km WSW of Toms Place, CA",earthquake,1.23,1.74,0.113,13,reviewed,nc,nc
2018-07-12T01:25:17.820Z,45.8001667,-110.8066667,13.76,1.11,ml,9,155,0.152,0.21,mb,mb80301609,2018-07-12T13:54:00.710Z,"22km NE of Bozeman, Montana",earthquake,0.87,1.32,0.035,2,reviewed,mb,mb
2018-07-12T01:21:45.810Z,19.4138336,-155.2678375,0.93,2.73,ml,34,64,0.007712,0.23,hv,hv70409837,2018-07-12T01:27:29.350Z,"3km WSW of Volcano, Hawaii",earthquake,0.32,0.24,0.39,20,automatic,hv,hv
2018-07-12T01:20:56.540Z,19.3864994,-155.2658386,-0.24,2.42,md,7,216,0.01149,0.06,hv,hv70409832,2018-07-12T01:23:58.260Z,"5km SSW of Volcano, Hawaii",earthquake,0.49,0.62,0.59,5,automatic,hv,hv
2018-07-12T01:20:35.880Z,19.4016666,-155.2821655,1.26,1.82,ml,19,49,0.0102,0.11,hv,hv70409827,2018-07-12T01:26:16.310Z,"5km SW of Volcano, Hawaii",earthquake,0.2,0.32,0.22,12,automatic,hv,hv
2018-07-12T01:17:34.060Z,19.3969994,-155.2624969,-0.82,1.86,md,13,108,0.01065,0.25,hv,hv70409817,2018-07-12T01:20:35.210Z,"4km SW of Volcano, Hawaii",earthquake,0.26,0.49,0.2,12,automatic,hv,hv
2018-07-12T01:13:52.270Z,19.4104996,-155.2681732,0.38,2.01,ml,23,50,0.007988,0.12,hv,hv70409807,2018-07-12T01:19:30.440Z,"3km SW of Volcano, Hawaii",earthquake,0.21,0.18,0.22,13,automatic,hv,hv
2018-07-12T01:08:57.260Z,34.0086667,-117.5793333,3.36,0.94,ml,13,173,0.2087,0.22,ci,ci38219160,2018-07-12T04:14:52.525Z,"6km WNW of Mira Loma, CA",earthquake,0.94,2.07,0.19,7,reviewed,ci,ci
2018-07-12T01:08:22.410Z,19.3269997,-155.2214966,4.03,1.94,ml,28,69,0.04563,0.14,hv,hv70409782,2018-07-12T01:14:03.180Z,"11km S of Volcano, Hawaii",earthquake,0.42,1.45,0.11,3,automatic,hv,hv
2018-07-12T01:01:10.310Z,19.4064999,-155.2863312,0.4,2.04,ml,22,42,0.0113,0.21,hv,hv70409772,2018-07-12T01:06:50.520Z,"5km WSW of Volcano, Hawaii",earthquake,0.21,0.23,0.37,11,automatic,hv,hv
2018-07-12T00:59:40.930Z,19.4104996,-155.2766724,0.44,1.94,ml,17,47,0.009994,0.11,hv,hv70409767,2018-07-12T01:05:23.590Z,"4km WSW of Volcano, Hawaii",earthquake,0.18,0.25,0.19,10,automatic,hv,hv
2018-07-12T00:59:26.580Z,19.4080009,-155.2745056,1.31,1.94,ml,8,200,0.01258,0.1,hv,hv70409762,2018-07-12T01:05:06.500Z,"4km WSW of Volcano, Hawaii",earthquake,0.48,0.46,0.24,11,automatic,hv,hv
2018-07-12T00:58:34.490Z,18.151,-67.608,9,2.24,md,4,308,0.5189,0.7,pr,pr2018193000,2018-07-12T04:16:00.630Z,"42km WSW of Stella, Puerto Rico",earthquake,4.29,3.18,0.12,3,reviewed,pr,pr
2018-07-12T00:58:01.910Z,19.4115009,-155.2901611,0.96,1.92,ml,25,64,0.008386,0.16,hv,hv70409757,2018-07-12T01:03:41.270Z,"5km WSW of Volcano, Hawaii",earthquake,0.23,0.16,0.24,11,automatic,hv,hv
2018-07-12T00:54:22.420Z,19.4158325,-155.2781677,1.07,1.76,md,14,102,0.005885,0.14,hv,hv70409747,2018-07-12T00:57:32.030Z,"4km WSW of Volcano, Hawaii",earthquake,0.54,0.26,,3,automatic,hv,hv
2018-07-12T00:54:11.390Z,19.4088326,-155.3014984,0.73,2.52,ml,14,89,0.002611,0.16,hv,hv70409737,2018-07-12T00:59:51.590Z,"7km WSW of Volcano, Hawaii",earthquake,0.4,0.22,0.38,17,automatic,hv,hv
2018-07-12T00:54:10.740Z,19.4038334,-155.2866669,0.74,2.49,ml,23,32,0.01289,0.11,hv,hv70409742,2018-07-12T01:00:01.790Z,"5km WSW of Volcano, Hawaii",earthquake,0.16,0.2,0.34,17,automatic,hv,hv
2018-07-12T00:47:58.460Z,33.4876667,-116.7873333,3.92,1.06,ml,37,38,0.02693,0.16,ci,ci38219144,2018-07-12T05:42:05.970Z,"9km NE of Aguanga, CA",earthquake,0.19,0.42,0.115,26,reviewed,ci,ci
2018-07-12T00:47:41.800Z,55.7451,-149.91,7.38,3.3,ml,,192,2.388,0.54,us,us2000g2nf,2018-07-12T01:05:04.040Z,"274km SE of Kodiak, Alaska",earthquake,4.9,8.5,0.066,30,reviewed,us,us
2018-07-12T00:47:24.880Z,19.4074993,-155.2709961,0.47,2.66,ml,36,29,0.01033,0.29,hv,hv70409717,2018-07-12T00:53:05.800Z,"4km SW of Volcano, Hawaii",earthquake,0.33,0.22,0.4,24,automatic,hv,hv
2018-07-12T00:47:18.253Z,59.6572,-143.7688,12.2,1.9,ml,,,,0.72,ak,ak19857980,2018-07-12T01:00:38.593Z,"87km WSW of Cape Yakataga, Alaska",earthquake,,0.9,,,automatic,ak,ak
2018-07-12T00:46:06.600Z,55.7741,-149.978,7,3.5,ml,,210,2.339,0.49,us,us2000g2na,2018-07-12T01:00:21.040Z,"269km SE of Kodiak, Alaska",earthquake,9.3,8,0.062,34,reviewed,us,us
2018-07-12T00:43:03.920Z,19.4061661,-155.2713318,-0.37,2.17,ml,10,106,0.01941,0.12,hv,hv70409707,2018-07-12T00:48:52.870Z,"4km SW of Volcano, Hawaii",earthquake,0.38,0.35,0.2,13,automatic,hv,hv
2018-07-12T00:43:02.900Z,19.4008331,-155.2785034,2.31,2.19,ml,22,44,0.007114,0.13,hv,hv70409702,2018-07-12T00:48:45.830Z,"5km SW of Volcano, Hawaii",earthquake,0.27,0.34,0.23,13,automatic,hv,hv
2018-07-12T00:38:24.070Z,19.4144993,-155.2678375,1.05,1.74,ml,17,70,0.007887,0.12,hv,hv70409687,2018-07-12T00:44:05.320Z,"3km WSW of Volcano, Hawaii",earthquake,0.27,0.37,0.21,9,automatic,hv,hv
2018-07-12T00:38:02.330Z,23.5719,143.7345,10,5.1,mb,,97,3.778,0.84,us,us2000g2n8,2018-07-12T00:54:35.040Z,"278km ESE of Iwo Jima, Japan",earthquake,10,1.9,0.041,194,reviewed,us,us
2018-07-12T00:37:31.960Z,19.4115009,-155.2741699,0.79,1.81,ml,18,53,0.0112,0.13,hv,hv70409682,2018-07-12T00:43:12.170Z,"4km WSW of Volcano, Hawaii",earthquake,0.17,0.24,0.25,9,automatic,hv,hv
2018-07-12T00:37:17.040Z,38.8388329,-122.8281631,2.21,0.74,md,13,75,0.005725,0.02,nc,nc73043346,2018-07-12T00:38:54.000Z,"9km NW of The Geysers, CA",earthquake,0.36,0.67,0.18,2,automatic,nc,nc
2018-07-12T00:32:32.890Z,19.4165001,-155.2754974,0.7,1.88,ml,23,42,0.008198,0.32,hv,hv70409662,2018-07-12T00:38:13.990Z,"4km WSW of Volcano, Hawaii",earthquake,0.3,0.26,0.32,11,automatic,hv,hv
2018-07-12T00:31:15.910Z,19.4081669,-155.2786713,0.75,1.83,ml,20,52,0.01074,0.11,hv,hv70409657,2018-07-12T00:36:58.630Z,"4km WSW of Volcano, Hawaii",earthquake,0.21,0.26,0.23,10,automatic,hv,hv
2018-07-12T00:27:07.790Z,19.4160004,-155.2751617,0.97,1.9,md,17,56,0.008594,0.2,hv,hv70409652,2018-07-12T00:30:15.720Z,"4km WSW of Volcano, Hawaii",earthquake,0.35,0.5,0.28,14,automatic,hv,hv
2018-07-12T00:21:00.330Z,19.4151669,-155.2698364,0.78,2.29,ml,27,60,0.009887,0.19,hv,hv70409637,2018-07-12T00:26:46.390Z,"3km WSW of Volcano, Hawaii",earthquake,0.28,0.24,0.26,15,automatic,hv,hv
2018-07-12T00:15:58.860Z,19.2029991,-155.427002,32.17,2.38,ml,35,143,0.04422,0.22,hv,hv70409617,2018-07-12T00:21:40.140Z,"5km E of Pahala, Hawaii",earthquake,0.68,1.03,0.12,3,automatic,hv,hv
2018-07-12T00:10:03.750Z,19.416666,-155.2734985,1.02,2.2,ml,26,47,0.008927,0.12,hv,hv70409597,2018-07-12T00:15:47.350Z,"4km WSW of Volcano, Hawaii",earthquake,0.2,0.14,0.28,13,automatic,hv,hv
2018-07-12T00:07:37.450Z,19.4109993,-155.2669983,0.39,2.16,ml,22,55,0.006808,0.12,hv,hv70409592,2018-07-12T00:13:20.440Z,"3km SW of Volcano, Hawaii",earthquake,0.24,0.16,0.3,15,automatic,hv,hv
2018-07-12T00:04:25.430Z,19.4050007,-155.2519989,0.7,1.71,md,13,124,0.01025,0.15,hv,hv70409582,2018-07-12T00:07:25.440Z,"3km SSW of Volcano, Hawaii",earthquake,0.31,0.44,0.1,9,automatic,hv,hv
2018-07-12T00:04:09.530Z,19.4103336,-155.2830048,0.54,2.03,ml,22,49,0.007363,0.13,hv,hv70409577,2018-07-12T00:09:52.000Z,"5km WSW of Volcano, Hawaii",earthquake,0.19,0.22,0.26,14,automatic,hv,hv
2018-07-11T23:59:38.340Z,19.4160004,-155.2689972,1.24,2.27,ml,22,55,0.009447,0.12,hv,hv70409572,2018-07-12T00:05:25.380Z,"3km WSW of Volcano, Hawaii",earthquake,0.24,0.17,0.29,15,automatic,hv,hv
2018-07-11T23:58:20.120Z,36.449,-98.7784,5,2.4,mb_lg,,46,0.041,0.37,us,us2000g2mn,2018-07-12T00:20:56.040Z,"33km NW of Fairview, Oklahoma",earthquake,1.8,1.9,0.086,35,reviewed,us,us
2018-07-11T23:57:01.410Z,53.1572,-169.1763,82.61,4.3,mb,,99,0.268,1.54,us,us2000g2mp,2018-07-12T05:34:55.040Z,"31km NW of Nikolski, Alaska",earthquake,8.4,6.9,0.07,57,reviewed,us,us
2018-07-11T23:53:16.720Z,19.4125004,-155.2773285,0.94,1.73,ml,19,50,0.008196,0.12,hv,hv70409557,2018-07-11T23:58:58.660Z,"4km WSW of Volcano, Hawaii",earthquake,0.19,0.21,0.22,9,automatic,hv,hv
